1,73, High school graduate, Widowed, Female, Nonfiler,20401.08,2596.41 Not in universe, United-States, Native- Born in the United States,0
1387,37, Some college but no degree, Married-civilian spouse present, Male, Joint both under 65,28435.80,3337.87 Not in universe, United-States, Native- Born in the United States,52
1388,37, High school graduate, Married-civilian spouse present, Male, Joint both under 65,22938.96,2513.34 Not in universe, United-States, Native- Born in the United States,52
1389,76, High school graduate, Married-civilian spouse present, Female, Joint both 65+,17174.76,1717.48 Not in universe, United-States, Native- Born in the United States,0
1390,38, Bachelors degree(BA AB BS), Married-civilian spouse present, Female, Joint both under 65,25196.28,2851.94 Not in universe, United-States, Native- Born in the United States,52
1391,26, Masters degree(MA MS MEng MEd MSW MBA), Never married, Male, Single,19818.00,2508.95 Not in universe, United-States, Native- Born in the United States,52
1392,21, 5th or 6th grade, Never married, Female, Single,22851.00,2963.90 Not in universe, Mexico, Foreign born- Not a citizen of U S ,52
1393,23, High school graduate, Never married, Female, Nonfiler,40428.96,5878.49 Not in universe, United-States, Native- Born in the United States,0
1394,46, Some college but no degree, Married-civilian spouse present, Female, Joint both under 65,6203.40,620.34 Not in universe, United-States, Native- Born in the United States,52
1395,40, Some college but no degree, Married-civilian spouse present, Female, Joint both under 65,12399.12,1239.91 Not in universe, United-States, Native- Born in the United States,0
1396,55, Associates degree-academic program, Married-civilian spouse present, Female, Joint both under 65,12205.32,1220.53 Not in universe, England, Foreign born- Not a citizen of U S ,52
1397,29, High school graduate, Never married, Female, Nonfiler,19674.60,2487.44 Not in universe, United-States, Native- Born in the United States,0
1398,29, High school graduate, Married-civilian spouse present, Male, Joint both under 65,43646.40,5619.46 Not in universe, United-States, Native- Born in the United States,52
1399,55, Bachelors degree(BA AB BS), Married-civilian spouse present, Male, Joint both under 65,18712.68,1879.40 Not in universe, United-States, Native- Born in the United States,52
1400,17, 11th grade, Never married, Male, Nonfiler,8039.88,803.99 Both parents present, United-States, Native- Born in the United States,0
1401,78, 1st 2nd 3rd or 4th grade, Widowed, Female, Nonfiler,28928.88,3875.58 Not in universe, United-States, Native- Born in the United States,0
1402,56, Some college but no degree, Married-civilian spouse present, Male, Joint both under 65,25438.92,2888.34 Not in universe, United-States, Native- Born in the United States,44
1403,31, Bachelors degree(BA AB BS), Married-civilian spouse present, Female, Joint both under 65,14890.56,1489.06 Not in universe, Hong Kong, Foreign born- U S citizen by naturalization,52
1404,24, Bachelors degree(BA AB BS), Never married, Female, Single,14233.68,1671.30 Not in universe, United-States, Native- Born in the United States,52
1405,32, 11th grade, Never married, Female, Single,15667.56,1886.38 Not in universe, United-States, Native- Born in the United States,30
1406,23, High school graduate, Married-civilian spouse present, Female, Joint both under 65,13069.56,1306.96 Not in universe, United-States, Native- Born in the United States,52
1407,37, Bachelors degree(BA AB BS), Married-civilian spouse present, Male, Joint both under 65,22133.28,2392.49 Not in universe, ?, Foreign born- Not a citizen of U S ,52
1408,70, High school graduate, Married-civilian spouse present, Male, Joint one under 65 & one 65+,48323.76,6321.06 Not in universe, United-States, Native- Born in the United States,52
1409,31, High school graduate, Married-civilian spouse present, Female, Joint both under 65,17540.64,1754.06 Not in universe, United-States, Native- Born in the United States,0
1410,24, Some college but no degree, Married-civilian spouse present, Female, Joint both under 65,19212.48,1954.37 Not in universe, United-States, Native- Born in the United States,48
1411,34, Bachelors degree(BA AB BS), Never married, Male, Single,12143.28,1357.74 Not in universe, United-States, Native- Born in the United States,52
1412,24, Bachelors degree(BA AB BS), Never married, Female, Single,30555.60,4119.59 Not in universe, United-States, Native- Born in the United States,52
1413,54, High school graduate, Married-civilian spouse present, Female, Nonfiler,19292.16,2430.07 Not in universe, ?, Foreign born- Not a citizen of U S ,0
1414,18, Some college but no degree, Never married, Male, Single,26143.80,3457.82 Not in universe, United-States, Native- Born in the United States,6
1415,40, Some college but no degree, Married-civilian spouse present, Male, Joint both under 65,13293.72,1329.37 Not in universe, United-States, Native- Born in the United States,52
1416,34, 10th grade, Never married, Male, Single,24625.32,3230.05 Not in universe, United-States, Native- Born in the United States,52
1417,55, High school graduate, Married-civilian spouse present, Female, Joint both under 65,28401.60,3332.74 Not in universe, United-States, Native- Born in the United States,52
1418,45, High school graduate, Married-civilian spouse present, Male, Joint both under 65,20022.00,2075.80 Not in universe, United-States, Native- Born in the United States,20
1419,26, Associates degree-academic program, Widowed, Female, Single,18923.28,2374.74 Not in universe, United-States, Native- Born in the United States,52
1420,25, Some college but no degree, Never married, Male, Single,35555.52,4869.58 Not in universe, United-States, Native- Born in the United States,52
1421,24, Some college but no degree, Never married, Male, Nonfiler,66288.72,12343.43 Not in universe, United-States, Native- Born in the United States,0
1422,16, 9th grade, Never married, Female, Nonfiler,15745.44,1898.07 Mother only present, United-States, Native- Born in the United States,0
1423,55, 10th grade, Married-spouse absent, Male, Single,18070.92,2246.89 Not in universe, United-States, Native- Born in the United States,52
1424,45, High school graduate, Married-civilian spouse present, Male, Joint both under 65,34557.72,4256.16 Not in universe, United-States, Native- Born in the United States,35
1425,27, High school graduate, Married-civilian spouse present, Male, Joint both under 65,15497.76,1549.78 Not in universe, Mexico, Foreign born- Not a citizen of U S ,50
1426,34, High school graduate, Married-civilian spouse present, Male, Joint both under 65,11077.08,1107.71 Not in universe, United-States, Native- Born in the United States,20
1427,45, Some college but no degree, Married-civilian spouse present, Male, Joint both under 65,13737.00,1373.70 Not in universe, United-States, Native- Born in the United States,52
1428,18, 11th grade, Never married, Female, Single,16938.72,2077.06 Not in universe, United-States, Native- Born in the United States,13
1429,44, Bachelors degree(BA AB BS), Married-civilian spouse present, Male, Joint both under 65,19463.40,1992.01 Not in universe, United-States, Native- Born in the United States,52
1430,63, Some college but no degree, Divorced, Male, Single,8407.20,840.72 Not in universe, United-States, Native- Born in the United States,0
1431,44, Associates degree-occup /vocational, Divorced, Female, Head of household,23322.36,2835.85 Not in universe, United-States, Native- Born in the United States,52
1432,27, Masters degree(MA MS MEng MEd MSW MBA), Never married, Male, Single,24968.28,3281.49 Not in universe, United-States, Native- Born in the United States,52
1433,53, Bachelors degree(BA AB BS), Never married, Male, Single,30653.76,4134.31 Not in universe, Cuba, Foreign born- U S citizen by naturalization,52
1434,42, High school graduate, Married-civilian spouse present, Female, Joint both under 65,9030.96,903.10 Not in universe, United-States, Native- Born in the United States,52
1435,28, High school graduate, Married-civilian spouse present, Female, Joint both under 65,30127.68,3591.65 Not in universe, United-States, Native- Born in the United States,52
1436,46, Associates degree-academic program, Married-A F spouse present, Female, Joint both under 65,7330.56,733.06 Not in universe, United-States, Native- Born in the United States,52
1437,28, Masters degree(MA MS MEng MEd MSW MBA), Never married, Male, Single,21293.64,2730.30 Not in universe, United-States, Native- Born in the United States,52
1438,41, Some college but no degree, Married-civilian spouse present, Male, Joint both under 65,16197.48,1619.75 Not in universe, United-States, Native- Born in the United States,52
1439,42, Bachelors degree(BA AB BS), Married-civilian spouse present, Female, Joint both under 65,1811.88,181.19 Not in universe, Philippines, Foreign born- U S citizen by naturalization,52
1440,64, Less than 1st grade, Married-civilian spouse present, Female, Nonfiler,10863.12,1165.72 Not in universe, India, Native- Born abroad of American Parent(s),0
1441,16, 9th grade, Married-civilian spouse present, Female, Joint both under 65,5166.12,516.61 Not in universe, United-States, Native- Born in the United States,8
1442,52, High school graduate, Married-civilian spouse present, Male, Joint both under 65,14879.52,1487.95 Not in universe, United-States, Native- Born in the United States,52
1443,70, High school graduate, Married-civilian spouse present, Female, Nonfiler,18229.92,2270.74 Not in universe, United-States, Native- Born in the United States,0
1444,37, High school graduate, Married-civilian spouse present, Female, Joint both under 65,12383.76,1238.38 Not in universe, United-States, Native- Born in the United States,52
1445,62, Bachelors degree(BA AB BS), Married-civilian spouse present, Male, Joint both under 65,17325.12,1732.51 Not in universe, United-States, Native- Born in the United States,52
1446,32, Associates degree-occup /vocational, Married-civilian spouse present, Female, Joint both under 65,15628.44,1562.84 Not in universe, United-States, Native- Born in the United States,52
